number,post,label
1234523092581523457,...,pessimism
1441380646421630976,...,pessimism
1466086590862745602,...,pessimism
1466086590862745602,...,pessimism
1466086590862745602,...,pessimism
1466833514083594241,...,pessimism
1466797875770400770,...,pessimism
1465110882795540486,...,pessimism
1465990699787112448,...,pessimism
1465984489021222917,...,pessimism
1466027351255523330,...,pessimism
1444327105408520199,...,pessimism
1444324854241628162,...,pessimism
1444650384027496452,...,pessimism
1444659565761638401,...,pessimism
1464315622830059525,...,pessimism
1269573793686618114,...,pessimism
1373312405418151937,...,pessimism
1266723790337253377,...,pessimism
1467064573639417858,...,pessimism
1361656420849119232,...,pessimism
1277973126513487876,...,pessimism
1377523881402114054,...,pessimism
1340758408836866049,...,pessimism
1341045341806866432,...,pessimism
1467611468069838852,...,pessimism
1445693923809132552,...,pessimism
0,للقاح خطر مميت,pessimism
1340931596019503104,...,pessimism
1254386833603137536,...,pessimism
1383874620432912391,...,pessimism
1464286062885445642,...,pessimism
1429133110701137927,...,pessimism
1468944137252745218,...,pessimism
1468047606001586178,...,pessimism
1284353831468490752,...,pessimism
1272697334372196354,...,pessimism
0,هههههه اللقاح لايقضي على الفيروس ولايمنع الاصابه به مرة اخرى كما صرحت الشركه المنتجه لهذا اللقاح وانها غير مسؤوله عن آثاره في الجسم.. يعني لقاح مثل قلته,pessimism
0,ظهر إبن كورونا والآن نحن بإنتظار حفيده😂😂,pessimism
0,العالم كله .والاطباء و العلماء لم يستطيعو توقيف هذا البلاء,pessimism
0,واضح اننا قاعدين مع كورونا ليوم الدين لاحول ولاقوة الا بالله,pessimism
1351773494548307968,...,pessimism
135079113424368025,...,pessimism
1464965836490346497,...,pessimism
0,والله لنصير حقل تجارب من ورة الكورونا 😏,pessimism
1468559736115277832,...,pessimism
0,كذبة جديدة المتحورات لن تنتهي 😂😂😂😂😂,pessimism
0,انشالله موجة ثانية وثالثة ورابعة اللهم امين يارب العالمين,pessimism
1469805117318877184,...,pessimism
1469801988921643010,...,pessimism
1469769773382832130,...,pessimism
1469775314607820814,...,pessimism
1469744581365350404,...,pessimism
1469747246300381189,...,pessimism
1469605274130522112,...,pessimism
1469787087318794243,...,pessimism
1469794154767171596,...,pessimism
1469315969537519621,...,pessimism
1459819204891357184,...,pessimism
1449862582785949703,...,pessimism
1466830643401216019,...,pessimism
1467922489045143555,...,pessimism
1466129543761211396,...,pessimism
1465496298895855618,...,pessimism
1464870176508334085,...,pessimism
0,الواحد لمن انصاب زكام موسميه خلاض يكون مرض كاروناء ونسجل اصابه حاله كاروناء,pessimism
1464835530357673984,...,pessimism
1231880658424909824,...,pessimism
1468274648060239872,...,pessimism
1233475841054715910,...,pessimism
1396554804768432140,...,pessimism
1308346811321585664,...,pessimism
1262827157752967170,...,pessimism
1310533658634260482,...,pessimism
1272644156146487297,...,pessimism
1234661936446337024,...,pessimism
1239932512748605441,...,pessimism
1313901854489743360,...,pessimism
1350130916115550216,...,pessimism
1239818722732396544,...,pessimism
1467786372568207363,...,pessimism
1467733038859759618,...,pessimism
1469773994194726912,...,pessimism
1469740202688188421,...,pessimism
1469630799003672579,...,pessimism
1468944137252745218,...,pessimism
1465094384005828613,...,pessimism
1469246978437619713,...,pessimism
1468307880508022793,...,pessimism
1469639424883499009,...,pessimism
1469688272100237313,...,pessimism
0,والله خذيت القاح اجباري بسبب الامتحانات 😒😒,pessimism
0,احنا متى ما نخلص من كورونا,pessimism
0,كورونا أصبح منا وفينا، ما يصير يزورنا بنفس الشكل. لازم يغير هندامه وشكله. الأمر طبيعي يا عزيزي,pessimism
0,صرعتونا بالمتحورات،مرة امريكي مرة افريقي مرة هندي.....لا حول ولا قوة إلا بالله العلي العظيم.,pessimism
0,كثرة التحورات لهذا الفيروس في وقت قصير يثير الشكوك أن هذا الفيروس حيواني المنشأ ولكن تم تكيفه للبشر بالقصد .ثم خرج على السيطرة,pessimism
0,اللقاحات هي الوباء اذا أخذنا التطعيم سنهلك وتزيد نسبة الإصابات نسبة كبيرة من اللقاح هي فيروس والأخرى قد تكون مضادات,pessimism
0,اللقاح كانوا يقولون إنه فعالا و بعدها قالوا لا الجرعة التانية هي من سوف تقضي على الڤيروس عندما لم تقضي على البشرية جعلوا الثالثة من سوف تقضي علينا نهائيا,pessimism
0,والله العظيم المسألة تتجلى في أنه كل واحد ينتظر حتي تضعف مناعته باخد اللقاح المضاد والبتالي يقظي علي الإنسان اللهم لطفك يا ربي,pessimism
0,ما رح نخلص من كرونا .. حسبي الله ونعم الوكيل . علي الي سبب هذا الوباء للعالم ..,pessimism
0,يبدو اننا لن نخلص من هذه المتحورات على الاطلاق وسيضهر متحور تلو الاخر,pessimism
1467906464543039492,...,pessimism
1468100424926474241,...,pessimism
1468283725519724548,...,pessimism
0,الموت رحمه. نموت ونرتاح من هموم الدنيا,pessimism
0,ممتاز نتطمن الحين يعني اللقاح يتفاعل باجسامنا ومابنحتاج للتحنيط بتبقى اجسامنا محفوظة قرون كلها اسبوع تعذيب عقب اللقاح وعقبها راحة ابدية في الحفرة,pessimism
0,لا دخان من غير نار .ما قالوه اللي قالوه الاهم ادرى وابخص .بلا تلقيح بلا تطعيم افضل الموت بكورنا او اي مرض او حادث ولا الموت بلقاحتكم,pessimism
0,يعني ٩٢ وكم تبون يعيش لو أخذ اللقاح هذا يؤكد ان اللقاح قاتل لذوي الاعمار الكبيرة.,pessimism
0,ههههههههه اعراض اللقاح اكثر بكثير من اعراض كارونا الصراحة كارونا ارحم من اللقاح اليوم ١٢ اعراض بكرة اضف لهم عرض اضافي الا وهو الموت,pessimism
0,هذه الاعراض كلها مقدمات لسكرات الموت وما هو الداعي لاخذه بعد هذه المصاىب والالام,pessimism
0,انا مشكلتي مو باللقاح مشكلتي وشلون يفهمون ان الموت حق,pessimism
0,عمرة وانتهى … وليست مسألة سخرية أو أستهزاء … كثير أخذوا جرعتين وأصيبوا بكورنا وماتوا …. اللي يشوفكم يقول هذا اللقاح هو لقاح الخلود الابدي ؟؟؟ خافوا الله لاي علينا …,pessimism
0,لا اتوقع ان عدد الاصابات ستتوقف عند هذا الرقم بل ستتجاوزه كثيرا حيث لا يمكن ان تحصي من خالطو ؟ والمرض يبقى كامن 14 يوم ثم تخرج الاعراض شخص مصاب ينقل لشخص وهذا الشخص قبل ان يكتشف اصابته ينقل لغيره,pessimism
0,اتوقع فيه ناس شغاله تتطور بهذا الفيروس والنسخه الجاي بتكون برو او برو ماكس والعلم عند الله,pessimism
0,منظمة الصحه العالميه اثبتت فشلها بهذه الازمه بشهادة الجميع والى الان مازال يسودها الارتباك والتناقض وادارة الازمه,pessimism
0,الله يخارجنا كل ما قربنا نخرج من مصيبه جت الثانيه الوضع ما يخارج والمشكله لازال بعض الناس مستهتر وينكت,pessimism
0,كداب كداب كداب اللقاح قاتل ولا يخفف شي,pessimism
1270711051630153728,...,pessimism
1432976792445493249,...,pessimism
1435303806254948357,...,pessimism
1408989798170300420,...,pessimism
1401579050506899459,...,pessimism
1422258615730200577,...,pessimism
1414830481972080640,...,pessimism
1402508727983476738,...,pessimism
1312402877097422848,...,pessimism
1390968044063764483,...,pessimism
1390982939115143168,...,pessimism
1293558595808886784,...,pessimism
1241324454837395457,...,pessimism
1233398091841228800,...,pessimism
1243332822175232001,...,pessimism
1335624277647912967,...,pessimism
1331736610627608576,...,pessimism
1414830579208663040,...,pessimism
1380766562836221952,...,pessimism
1402205664416514049,...,pessimism
1413908041926418437,...,pessimism
1233019863494537216,...,pessimism
1252608001644670977,...,pessimism
1273746176785944577,...,pessimism
1329240865248849923,...,pessimism
1456250464740298757,...,pessimism
1399730994681417730,...,pessimism
1386891673649786883,...,pessimism
0,والله انه خايف بس يسوي نفسه😭😂😂,pessimism
0,ليش وجع الراس نجحوهم و اعطوهم اجازه لان الفيروس مش ناوي يطلع كل يوم تزيد حالات,pessimism
0,العقوبه انننا وصلنا ٢٠٢٠ ووضعنا تعبان مابعده عقوبه,pessimism
0,يووو ⁦🤦🏻‍♂️⁩😶😐 تعبت نفسيا شكله معد فيه امل يلاقون علاج الله يكون بالعون يارب العالمين ويشافي كل مريض يارب,pessimism
0,ه‍ههههههههههههههه اشهار ماسوني رائع لبيع السموم,pessimism
0,تمزح صح قول امزححححح خلاص تعبت ابي اتمشى ابي اتمشى ابي اشوف صديقاتي ابي اتمشى احتاج اكسجيننن بس اقدر اغش,pessimism
1270285232688807941,...,pessimism
0,معذرة أنا لا اثق في منظمة الصحة العالميه التابعة للامم المتحدة عايش عادي والله واست خايف من البعبع( كرونا ),pessimism
0,اتوقع هيك وصلل لكل دول العالم ..ولا عالم لقي علاج او لقاح ....الله يستر,pessimism
1221265125870657536,...,pessimism
1331629862692511745,...,pessimism
1335729357751508996,...,pessimism
1348257821482233856,...,pessimism
1348589674596626433,...,pessimism
1374335480242790401,...,pessimism
1378117814603644930,...,pessimism
1401579050506899459,...,pessimism
1406234365709987842,...,pessimism
1422258615730200577,...,pessimism
1435303806254948357,...,pessimism
1312402877097422848,...,pessimism
1330884430169305088,...,pessimism
1390968044063764483,...,pessimism
1390982939115143168,...,pessimism
1393868067508207621,...,pessimism
1399793151183888391,...,pessimism
1407415515627376648,...,pessimism
1408995724923133957,...,pessimism
1414866106729345042,...,pessimism
1233398091841228800,...,pessimism
1236730093164249089,...,pessimism
1244404767583019009,...,pessimism
1255584284800430080,...,pessimism
1256876386448441346,...,pessimism
1259619127267864576,...,pessimism
1268227230062260226,...,pessimism
1268913659188740100,...,pessimism
1309978968976691205,...,pessimism
1331736610627608576,...,pessimism
1346760462923395072,...,pessimism
1374111356891365383,...,pessimism
1375027510275153928,...,pessimism
1380766562836221952,...,pessimism
1390906316835667971,...,pessimism
1393643154977529861,...,pessimism
1404227035153698817,...,pessimism
1409035609004556288,...,pessimism
1411047140642725895,...,pessimism
1412686812909297666,...,pessimism
1413908041926418437,...,pessimism
1413931200759095303,...,pessimism
1413964318006300674,...,pessimism
1414836539763331078,...,pessimism
1416642639622033408,...,pessimism
1418061774797090816,...,pessimism
1418521562005872641,...,pessimism
1239313851503517696,...,pessimism
1252608001644670977,...,pessimism
1266346031958106113,...,pessimism
1273746176785944577,...,pessimism
1320268416427712514,...,pessimism
1326101822575087618,...,pessimism
1329240865248849923,...,pessimism
1331918291460366337,...,pessimism
1343390800034594823,...,pessimism
1399421946098503680,...,pessimism
1402762632499716096,...,pessimism
1408946737977438209,...,pessimism
1409272099005403143,...,pessimism
1411367666946871302,...,pessimism
1413814296178528258,...,pessimism
1413835661489184770,...,pessimism
1416734717207011329,...,pessimism
1456250464740298757,...,pessimism
1241416040074162179,...,pessimism
1416581405006606339,...,pessimism
1427361615704477697,...,pessimism
1431972488297209856,...,pessimism
1437766633313931267,...,pessimism
0,كورونا خاصة للعقم لدي الصينيين ..والله اعلم ان هذه الدراسة اعلاه صحيحة وممكن ينشرون العقم في العالم,pessimism
1358817863151333379,...,pessimism
0,عسى ينتشر الفايروس نفتك من المدارس الي تجيب المرض,pessimism
1246091018769813504,...,pessimism
1412292364492840963,...,pessimism
1303704175457513473,...,pessimism
1419850439252660740,...,pessimism
1318449307205439489,...,pessimism
1416013691347214338,...,pessimism
1308819159770378248,...,pessimism
1469647811784458249,...,pessimism
0,هذي ليست كورونا هذي مؤامرة وحرب العالمية الثالثة,pessimism
0,ما هذه الحياة كلها حروب وفيروسات وامراض .,pessimism
1468199368230465540,...,pessimism
1465981810970710017,...,pessimism
1400070183553798144,...,pessimism
1469087782412955658,...,pessimism
1469648525197725700,...,pessimism
1469650935890812933,...,pessimism
0,وش رايك تعلقون دارسة أول حالة كرونا جاية من إيران وحنا راح ناكله تونا في عز شباب ليش ماتعلقون دراسة لن ذا مرض خطير 🌚,pessimism
1466140202825625600,...,pessimism
1351472299216687104,...,pessimism
 1449029102149767204,...,pessimism
 1398619760489861124,...,pessimism
1320398701609758720,...,pessimism
1423961523790155777,...,pessimism
1468262451619975169,...,pessimism
1465063024243490822,...,pessimism
1465663583413583881,...,pessimism
1465377950279290890,...,pessimism
0,هذا دليل على أنهم يريدون منع الحج و العمرة . هذا يدل على أن صناع هذا الفيروس لهم نية خبيثة,pessimism
1466595796699254794,...,pessimism
1469643521116319744,...,pessimism
0,اللقاحات مؤامرة حقيقة لتقليص الساكنة العالمية,pessimism
0,كوفيد - 19 سوف تنهار دول وانظمة اقتصاديا بسبب هذا المرض او سوف تكون على وشك الافلاس لانها ستمر في اكبر ازمة مالية واقتصادية لا تحسد عليها,pessimism
1241161143449800704,...,pessimism
0,العودة للمدرسة وبدء الدراسة في مثل هذا الوقت وهذة الأوضاع. تشبه انتحار جماعي. يجب تأجيل الدراسة حتى انحسار المرض أو اكتشاف علاج له.,pessimism
0,لا حضوري و ٣ فصول!!!,pessimism
0,ياخي انا طالب في الثنوي ماهمني الجوال ولا شي ولا ابيها عن بعد بس اذا يبونها حضوري لزم يكون فيها ترتيب منسق مهب يجي بداية الدونات يلا. بدينا الان غلط يا حبيبنا المفروض يتم توزيع الكتب في جميع المدارس.,pessimism
0,اكثر الي يبغون الدراسة حضوري هم اصحاب الباصات والجموس ماهمهم المرض ولا الطلاب ولا المجتمع بكامله يبغون دراهم وبس.,pessimism
0,أعلنت وزارة التعليم عن صدرو الموافقة السامية على عودة التعليم حضوريا على المعلمين والمعلمات وأعضاء هيئة التدريس والفئات المستهدفة من الطلبة. الي يعارض يقول مابودي عيالي وبنتي ويهايط في الاخير حضوري,pessimism
0,الى تعليق 28 يتسجل غياب ويتاخر سنه وزارة الداخلية قالت ماتدخل اي منشاه الا ماخذ اللقاح مسوي ماتبي عيالك ياخذونه الدراسه مستمره حضوري مراح تتوقف,pessimism
0,الي مايبي عياله ياخذ اللقاح ولا يداوم حضوري يخرجهم في التجمعات والمولات وعند اقاربهم يوم قالو الدراسه حضوري جالس يصيح,pessimism
0,صدر القرار والدراسه حضوري لاتحاول انت وهو تدور لك عذر مدام ماعندك تقرير طبي معفي من اللقاح تاخذه ولا تتسجل غياب لاتنسى جرعتين,pessimism
0,الدراسه حضوري والي مايبغى عياله يدامون عادي خلهم في البيت ويعيدون السنه انت واولادك غيابهم على نفسهم والدراسه حضوري فوق خشومكم,pessimism
0,وش التخبط هذا الكل ياخذ جرعتين يداوم حضوري الي يجيه كرونا يتقفل الفصل ويتعقم بالكامل بشكل يومي يداومون بعدها لكن الدراسه مستمرة,pessimism
0,ويبقى المعلم مشتت مابين حضوري وعن بعد كان خليتوه عن بعد زي الابتدائي,pessimism
0,* تبي عيالنا وبناتنا يدرسون حضوري عشان الموجه الثانية تبدا لا قدر الله لا سيما ان اختلاط الطلاب في الفصول ينقل العدوى 100% وبوقت كبير 7 ساعات في اليوم مو زي ما انت برا في الهواء الطلق,pessimism
0,اجلو الدراسة ياناس والله ماحن ناقصين امراض لاسمح الله لو صارت حضوري الدراسة سيحدث مشاكل وكوارث والنظام الصحي سينهار هنا 6 مليون طالب واغلبهم شباب ما يهمهم المرض مغامر وسينقلوه الى عوائلهم,pessimism
0,انا مرضت لكن شفيت وبعد الشفاء رجعت مرضت تاني مرة. احس بوجع في صدري والله تعبت من هذي الحياة صارت حياتي مثل الجحيم,pessimism
0,قراركم ان تعليم حضوري بيودينا ورا شمس لأن الحالات بترتفع وتزيد وكلنا نصير موعرضين لكورونا,pessimism
0,حبيبي لو رجعوه حضوري يعني الحالات بتزيد فا الافضل عن بعد,pessimism
1465027474455248903,...,pessimism
1237043306367987713,...,pessimism
1444359929003925518,...,pessimism
1223820013473337346,...,pessimism
1367191219781132289,...,pessimism
1403896995107033089,...,pessimism
1431735272224563200,...,pessimism
1402236401274531842,...,pessimism
1236747412611510278,...,pessimism
1236747665855123463,...,pessimism
1238894985484926977,...,pessimism
1383559313927536645,...,pessimism
1397284681935167491,...,pessimism
1400632966720671749,...,pessimism
1405600410522488837,...,pessimism
1407409537842302981,...,pessimism
1411979841264570376,...,pessimism
1412066103258456069,...,pessimism
1412326883681783808,...,pessimism
1414181394872422403,...,pessimism
1430972037066002437,...,pessimism
1418062631307517956,...,sadness
1390577672602980354,...,sadness
1397276470511341569,...,sadness
0,مدير الصحة العالمية: علّمنا<<#كورونا>> أن لا أحد في مأمن.,sadness
1467476044399714305,...,sadness
1466790277956481034,...,sadness
1466750376070336515,...,sadness
1466137777909731333,...,sadness
1468179730683863040,...,sadness
1347420873234542592,...,sadness
1466411041294802944,...,sadness
1451966013659045890,...,sadness
1451961420862603266,...,sadness
1322246798262571008,...,sadness
1402939987415470081,...,sadness
1459445908110778369,...,sadness
1421381351530504196,...,sadness
1345653858530435072,...,sadness
1429908419490758667,...,sadness
0,ياخي تكفون طالبكم شوفو حل ل كورونا لا يموت ناس ابرياء مسلمين تكفون شوفو حل😭😭💔يالله انك تعدي موضوع كورونا هذا عاجل غير اجل يارب💔😭,sadness
0,تكفه لا ذكرني ايام حجر الله يرحم ولدينك لا ايام ذكريات ولا هوم يحزنون اشتاقت اروح عمره وناس احبهوم اشتقتلهوم,sadness
0,يارب طال الوباء وعجز الأطباء وقل الدواء وعجزت الحلول إلا حلول السماء فأصرف عنا الوباء برحمتك يا أرحم الراحمين الشفاء العاجل بحق محمد,sadness
0,انا تطعمت وسحبوا علي مانزلت في صحتي اني تطعمت ايش اسوي😥😥😥😥😥😥,sadness
1466090737888550923,...,sadness
1466027388081524737,...,sadness
0,يارب أرفع عنا الوباء والبلاء,sadness
0,اللهم أجرنا من جميع الاوبئه ماظهر منها وما بطن,sadness
0,اللهم رب الناس اذهب الباس اشفي انت الشافي المعافي اللهم شفاء لا يغادر سقما,sadness
1462762094303006728,...,sadness
1468200511732076545,...,sadness
1462045632219201541,...,sadness
1459162705353490435,...,sadness
1440677579443224594,...,sadness
0,للأسف صرنا الرشح العادي والتهاب الحلق والصداع نخاف ونفكره كورونا وسواس صاب الناس ومن ورا الكورونا والحديث عنها باستمرار,sadness
0,أدعو لجدي بالعناية المركزة وفيه كورونا يارب يا واحد يا احد يافرد يا صمد اشفيه,sadness
0,انا تعبت منها وهذي هي الاولى وامي تعبت مرا ليش ناخذ شي يتعبنا كورونا ما اتعبتنا كذا,sadness
0,وامي توفت من كورونا الله يرحمهم ويجعل مثواهم الجنة,sadness
0,امي ماتت من الجرعة الاولى ماتحملتها وعمرها ٥٦ وعندها ربو وسكر وضغط💔,sadness
0,والله امي سوت عمليه قلب بعد اخذ اللقاح بشهور وهي اصلا لا تشتكي من القلب ابدا,sadness
0,انا اخذت الجرعتين والحين يقولون اني مصاب 😭,sadness
0,تعبت بعد اللقاح ندمت عليه,sadness
0,يعني الان الى بيسافر لازم ياخذ اللقاح😢,sadness
0,يكفي جرعتين والله تعبنا😢😢,sadness
1467919089653846019,...,sadness
1467902579313106955,...,sadness
1467888375877222406,...,sadness
1468647819540148228,...,sadness
1468253444330995713,...,sadness
1242476580359684098,...,sadness
1270337681705369601,...,sadness
1467110662832807937,...,sadness
1305248266683133953,...,sadness
1348839066603819010,...,sadness
1466090586193203202,...,sadness
1382511236508700673,...,sadness
1386248113032253441,...,sadness
1388693955089416192,...,sadness
1358143580708167684,...,sadness
1302868668678844416,...,sadness
1466725600471703555,...,sadness
1465964374313558016,...,sadness
1238556193834008578,...,sadness
1269328536759918594,...,sadness
1258834309521309698,...,sadness
1268958179364409346,...,sadness
1259526406800842752,...,sadness
1466070853246988294,...,sadness
1236136776307224577,...,sadness
1466880162683932678,...,sadness
1420419452013883397,...,sadness
1406784774497312768,...,sadness
1337410240879489032,...,sadness
1272985049403621377,...,sadness
0,يؤلمني ان ابي تعرض لمثل هذا الموقف بسبب اصابته بالكوفيد،ويؤلمني اكثر انني فقدته للأبد،الله يرحمه,sadness
1285631788489023488,...,sadness
1330573851756023815,...,sadness
1466020729711960073,...,sadness
1248955713294082049,...,sadness
1414123112732430337,...,sadness
1241479437255946240,...,sadness
1467110184766087171,...,sadness
1467110184766087171,...,sadness
1463901579447316487,...,sadness
0,خلال الشهرين الماضية: 97% من المصابين بفيروس كورونا (كوفيد-19) في المملكة لم يأخذوا اللقاح، أو أخذوا جرعة واحدة فقط.,sadness
0,انا تعبت منها وهذي هي الاولى وامي تعبت مرا ليش ناخد شي يتعبنا كورونا ما اتعبتنا كذا,sadness
0,انا صرت مكتئبه مافي جرعه السعاده,sadness
0,وربي خلاص والله تعبنا من اول جرعه لين يومك هذا ونحن تعبنين,sadness
0,حياتي كلها بالنص وقفت على الجرعه الثانيه الله كريم,sadness
0,وأمي غاليتي ماتت بسبب هذا الفايري بعد قضاء الله وقدره,sadness
0,اللهم رب الناس أذهب البأس اشفِ أنت الشافي لا شفاء إلا شفاؤك ، شفاء لا يغادر سقما,sadness
0,كلام صحيح مع كورونا الوضع المادية و النفسي صعبة للغاية,sadness
1466748969577496585,...,sadness
1466023622116532226,...,sadness
1467576560119173133,...,sadness
0,الله يشفي و يعافي كل شخص مريض😔..,sadness
0,انا مصابه به الان الله يشفيني ويشفي الجميع,sadness
0,ناقصنا ، لا حول ولا قوة الا بالله العلي العظيم 😔,sadness
1412982445968867331,...,sadness
1290362826087956481,...,sadness
1345915382842990593,...,sadness
1386768810687057930,...,sadness
1333044573585682433,...,sadness
1308677844885819392,...,sadness
1365002328877621250,...,sadness
1462401481345318917,...,sadness
1392054428065226754,...,sadness
1368854403575394306,...,sadness
1299013401826529283,...,sadness
1465992254020104196,...,sadness
1424440476850077701,...,sadness
1345653162091417600,...,sadness
1235184182005035008,...,sadness
1309563949361364999,...,sadness
1245980607806615553,...,sadness
1246001745165197313,...,sadness
1271885378560167941,...,sadness
1390458032782462978,...,sadness
1384093593896329219,...,sadness
1410300466509094919,...,sadness
1308677844885819392,...,sadness
1394798651910787073,...,sadness
1452553462433079300,...,sadness
1259847288475828225,...,sadness
1354858099430055937,...,sadness
1385998238503907331,...,sadness
1357338545820635137,...,sadness
1304322085939019776,...,sadness
1267326948927320067,...,sadness
1255275886879924226,...,sadness
1416015621020692484,...,sadness
1400069356961386498,...,sadness
1402675198453858306,...,sadness
1415651787063836673,...,sadness
1468864471875604482,...,sadness
1446333838276317185,...,sadness
1469509541956050944,...,sadness
1276699146465030145,...,sadness
1272203194828029954,...,sadness
1466901488517668868,...,sadness
1332391920451133441,...,sadness
1466136007112151041,...,sadness
1457083690836762624,...,sadness
1339714137639809026,...,sadness
1439314288850743303,...,sadness
1449351530482708490,...,sadness
1356641396237697024,...,sadness
0,ايش هذي الاخبار ضيقت صدورنا,sadness
0,جدي توفى بسببه,sadness
0,خايفه على عيالي بس ولا ماعلى نفسي خوف,sadness
0,كاني ناقص هموم انا!,sadness
0,توفى جارنا بعد التطعيم حسبنا الله ونعم الوكيل,sadness
0,ابوي بالعنايه ادعوله,sadness
0,اللهم انت الشافي المعافي والحمد لله على كل حال اشتد وجع فايروس كورونا,sadness
0,دعواتكم لامي الله يسعدكم,sadness
0,التلاعب بالارقام حسبي ربي وكفى,sadness
0,كل شعور خوف وقلق عشناه من الاجبار على اللقاح اسأل الله ان تعيشة اضعاف مضاعفه وتعرف انه جزاء مافعلته بنا,sadness
1466020729711960073,...,sadness
1464624410976047116,...,sadness
1241628894916161539,...,sadness
1433977996277321728,...,sadness
1408100326947889164,...,sadness
1400050480265543683,...,sadness
1466659507216412677,...,sadness
1338588622358974471,...,sadness
1386768810687057930,...,sadness
1240294741289455616,...,sadness
1270699680612192264,...,sadness
1235818922873520129,...,sadness
1255120798991486978,...,sadness
1270141465197502464,...,sadness
1244723513673625600,...,sadness
1382511236508700673,...,sadness
0,صوات الصراخ من الوجع يلي طالعة من مشفى المجتهد بتحرق القلب💔,sadness
0,وزارة الصحة تفصح عن حالة محزنة: عدم ترك مسافة آمنة في تجمع أسري تسبب بإصابة الجدة ودخولها العناية المركزة.,sadness
0,أخبار محزنه نتلقاها اليوم لفقد عدد من الممارسين الصحيين وأطباء بعد اصابتهم بفيروس كورونا . نسأل الله لهم الرحمة وأن يسكنهم فسيح جناته وأن يرحم جميع موتى المسلمين . الوقت الحالي يتطلب من الجميع اخذ الاجراءات الوقائية فليس هناك أحد بعيد عن الإصابة .,sadness
0,آية 21 سنة ممرضة مصرية من هول ما رأت من وفيات بسبب #كورونا انصدمت وانكمشت في زواية داخل احدى المستشفيات.. وفِي وطني مازال البعض يقول لن البس الكمامة ولن التزم بالإجراءات لان الحكومة لاتدفع الرواتب...الغوغائي لا يعلم كم فقدنا من اعزاء على قلوبنا بسبب #كوفيد١٩ وكأن الفيروس راتب,sadness
0,تعب ومرض ثم ألم وفقد💔 حزن شديد عمَّ مجتمعنا خلال جائحة #كورونا,sadness
0,كورونا يخطف زهرة شبابنا، هدى حسن عطوي ترحل، تترك الاهل في حالة حزن وصدمة،,sadness
0,وليس آلخوف أن يُصيبنآ آلضُّر إنمآ آلخوف أن يؤذي أحبآباً لنآ فيؤذينآ,sadness
0,اخبار محزنه ووفيات بالجمله بسبب كورونا وصلتني اخبار صادمه عن موت اصدقاء واسرهم في صنعاء انا لله وانا اليه راجعون .,sadness
0,اخبار فيروس #كورونا محزنة كبرى في #ايطاليا بسبب كورونا.عشرات التوابيت في ليلة واحدة.الكنائس امتلات بالتوابيت.,sadness
0,دي موجه حزن مش موجه كورونا,sadness
1468197646829596678,...,sadness
1468197594874712068,...,sadness
1447541393174499335,...,sadness
1404059369323515907,...,sadness
1404090598378848256,...,sadness
1403704559806132226,...,sadness
1467330974056951808,...,sadness
1466649851383345154,...,sadness
1465984071717249029,...,sadness
1465993178713100289,...,sadness
1457866346830630916,...,sadness
1466020729711960073,...,sadness
1400135663366856707,...,sadness
1449009423788257282,...,sadness
1296590404922552320,...,sadness
1374959625762533377,...,sadness
1464563423409287175,...,sadness
1316998708756697089,...,sadness
1349020319131037700,...,sadness
1428685382959390720,...,sadness
1468527946986139650,...,sadness
1366182593931182082,...,sadness
1414867936079192064,...,sadness
1345653858530435072,...,sadness
1402939987415470081,...,sadness
1291866466480984065,...,sadness
1457866346830630916,...,sadness
1316308853135495169,...,sadness
1467856379448803331,...,sadness
0,لالتزام والوعي شئ جميل الى انه هذي المناظر محزنة ونتمنى ان تمر هذه الازمة على خير,sadness
0,المنضر يبكي 😭😭 يارب رجع الاوضاع مثل ماكانت,sadness
1468949049504010241,...,sadness
0,يعني ما رح نرجع للمدرسه ………لا.. يا رب با غفور يا رحيم نرجع للمدرسه بدون شر وما يجينا الفيروس الجديد انا اشتقت للمدرسه وكل شي فيها,sadness
1468559842524774401,...,sadness
0,ياربي متى نخلص من هذا المسلسل اللهم اجعلنا تحت جناح رحمتك فأحفظنا واحفظ أولادنا جميعا .,sadness
0,اللهم إصرف عن بيوتنا المرض والهموم والأحزان ومن عليها بالسكينة والستر والامان.,sadness
0,اللهم احفظنا من كل شر .,sadness
1378430054372417541,...,sadness
1412702379787657218,...,sadness
1388918707834003457,...,sadness
1468276182256914439,...,sadness
1466139733076201475,...,sadness
1314868363143909376,...,sadness
1423235508088590338,...,sadness
1381665384143683593,...,sadness
1467425589686644739,...,sadness
1465972696286523405,...,sadness
1430159650482233353,...,sadness
1400081095148949509,...,sadness
1400069261909954566,...,sadness
1271421916205678593,...,sadness
1401155681349210112,...,sadness
1401156837576261633,...,sadness
1400822118074523656,...,sadness
1262874443824726017,...,sadness
1446368642640326694,...,sadness
1274471575081943041,...,sadness
1246239493050511361,...,sadness
1393830248442220546,...,sadness
1432741862545166343,...,sadness
1354462332647329799,...,sadness
0,-نطالب مدرسة عن بعد 💔😩,sadness
0,اخوي قبس اهلي و العيد باقي عليه اقل من اسبوع وماراح نعيد مع احبابنا كله منه اختلط بناس و نقل لنا الفايروس 😭💔💔,sadness
